      0.0000000000      -0.3987287132       0.0590356537       0.2119006702       0.4048946908 
      0.0558092134      -0.3975260259       0.0605810562       0.2127641473       0.4014374488 
      0.1116184269      -0.3937932507       0.0652213174       0.2152077332       0.3904762876 
      0.1674276403      -0.3875191945       0.0729567933       0.2184175101       0.3713954670 
      0.2232368392      -0.3786641979       0.0837857615       0.2202875298       0.3472351444 
      0.2790460527      -0.3677162787       0.0976989883       0.2154804504       0.3258478186 
      0.3348552661      -0.3546105979       0.1146916819       0.1977430307       0.3171518738 
      0.3906644796      -0.3397643262       0.1347502930       0.1680678768       0.3224344145 
      0.4464736930      -0.3235859729       0.1332702737       0.1578528008       0.3363858788 
      0.5022829064      -0.3068505642       0.0985334619       0.1839563874       0.3546937737 
      0.5580921054      -0.2905914489       0.0670359658       0.2129652367       0.3739527050 
      0.6139013188      -0.2761158623       0.0415192788       0.2446099467       0.3899366827 
      0.6697105323      -0.2660132820       0.0245582071       0.2776807166       0.3689941658 
      0.7255197457      -0.2624902221       0.0185598456       0.3002352781       0.3433979890 
      0.7853596088      -0.2613210572       0.0203443916       0.3019582092       0.3451877229 
      0.8451994718      -0.2588205419       0.0256858694       0.3071069712       0.3236059511 
      0.9050393223      -0.2547722846       0.0345896439       0.2699484612       0.3156335381 
      0.9648791854      -0.2497785921       0.0470528365       0.2193143599       0.3273990107 
      1.0247190484      -0.2447454563       0.0630732074       0.1739563517       0.3420479729 
      1.0845589115      -0.2407900100       0.0826423613       0.1355445776       0.3583090418 
      1.1443987620      -0.2391128650       0.1057654953       0.1057655023       0.3690430584 
      1.1967586312      -0.2408601748       0.0880715346       0.1289054809       0.3536437140 
      1.2491185003      -0.2463504792       0.0789436130       0.1547539952       0.3211686875 
      1.3014783947      -0.2556321526       0.0784349767       0.1833046806       0.2867764526 
      1.3538382638      -0.2682215542       0.0859136448       0.2145481893       0.2538100801 
      1.4061981330      -0.2830747874       0.1001684651       0.2230608762       0.2484698973 
      1.4585580273      -0.2993544251       0.1195895240       0.1947861741       0.2850431276 
      1.5109178965      -0.3157339269       0.1427104566       0.1691010685       0.3242462761 
      1.5632777657      -0.3315598872       0.1460627487       0.1676149003       0.3379192096 
      1.6156376600      -0.3464377661       0.1257007569       0.1914200198       0.3266165371 
      1.6679975292      -0.3597952123       0.1080325380       0.2098570341       0.3251107242 
      1.7203573984      -0.3714331956       0.0930702284       0.2190309781       0.3357299931 
      1.7727172927      -0.3811641775       0.0808222617       0.2202767529       0.3550998255 
      1.8250771619      -0.3888482138       0.0712909989       0.2178655186       0.3759208376 
      1.8774370311      -0.3943983718       0.0644811097       0.2148422895       0.3923383860 
      1.9297969254      -0.3976798855       0.0603949693       0.2126576881       0.4018563575 
      1.9821567946      -0.3987287132       0.0590356537       0.2119006702       0.4048946935 
      2.0158167152      -0.3988397674       0.0588767912       0.2127744960       0.4020948174 
      2.0494766358      -0.3990533495       0.0584448798       0.2153455762       0.3944691253 
      2.0831365564      -0.3990619713       0.0578313732       0.2194293822       0.3839644543 
      2.1167964817      -0.3989598414       0.0571694889       0.2243997695       0.3725636148 
      2.1504564024      -0.3989637452       0.0565832945       0.2292511706       0.3623213227 
      2.1841163230      -0.3989656044       0.0561839769       0.2329206878       0.3551722917 
      2.2177762436      -0.3989471604       0.0560434037       0.2343208281       0.3525901213 
      2.2631212277      -0.3981394535       0.0570654203       0.2346516929       0.3536129882 
      2.3084662118      -0.3956542472       0.0601313740       0.2355497635       0.3566813033 
      2.3538111959      -0.3912229813       0.0652420335       0.2367529655       0.3617949012 
      2.3991561800      -0.3854590099       0.0723930377       0.2368121179       0.3689494542 
      2.4445011641      -0.3781201598       0.0815845401       0.2339920536       0.3770347915 
      2.4898461482      -0.3692433093       0.0928161958       0.2255179625       0.3597845400 
      2.5351911323      -0.3589788062       0.1060808984       0.2091920644       0.3511732242 
      2.5805361164      -0.3474152810       0.1213742535       0.1857764268       0.3511983185 
      2.6258811005      -0.3348572182       0.1386878955       0.1581969868       0.3574558380 
      2.6712260846      -0.3214940520       0.1291936774       0.1580082516       0.3674009688 
      2.7165710687      -0.3078453939       0.1008340343       0.1793093367       0.3788088354 
      2.7619160529      -0.2942891842       0.0746310727       0.2025459085       0.3896054736 
      2.8072610370      -0.2819485819       0.0519109630       0.2276064732       0.3977432140 
      2.8526060211      -0.2715102086       0.0340870625       0.2541912739       0.3911959403 
      2.8979510052      -0.2647765913       0.0225899917       0.2810164799       0.3584504139 
      2.9432959893      -0.2625256948       0.0186047075       0.2979442311       0.3395370035 
