      0.0000000000       0.9869604401       0.9869604401       0.9869604401       0.9869604421 
      0.0807796801       0.9184441860       0.9184441863       1.0620020510       1.0620020527 
      0.1615593957       0.8564532627       0.8564532627       1.1435690560       1.1435690567 
      0.2423390758       0.8009877249       0.8009877249       1.2316613830       1.2316613835 
      0.3231187559       0.7520475438       0.7520475438       1.3262790669       1.3262790688 
      0.4038984360       0.7096327194       0.7096327194       1.4274221074       1.4274221087 
      0.4846781516       0.6737432374       0.6737432374       1.5350905535       1.5350905574 
      0.5654578317       0.6443791293       0.6443791293       1.6492843104       1.6492843111 
      0.6462375118       0.6215403779       0.6215403779       1.7700034240       1.7700034318 
      0.7270171919       0.6052269832       0.6052269832       1.8972478946       1.8972479605 
      0.8077969075       0.5954389424       0.5954389424       2.0310177834       2.0310179996 
      0.8885765876       0.5921762641       0.5921762641       2.1713129683       2.1713129686 
      0.9611285549       0.5158513307       0.6737649854       2.1476259225       2.1476260362 
      1.0336805440       0.4447901648       0.7606175215       2.1292026548       2.1292026730 
      1.1062325113       0.3789928090       0.8527338203       2.1160431837       2.1160433629 
      1.1787844787       0.3184592411       0.9501139070       2.1081475006       2.1081475689 
      1.2513364677       0.2631894454       1.0527578133       2.1055156056       2.1055156607 
      1.3238884350       0.2131834551       1.1606654776       2.1081475006       2.1081475813 
      1.3964404024       0.1684412527       1.2738369298       2.1160431835       2.1160432582 
      1.4689923914       0.1289628272       1.3922722063       2.1292026587       2.1292026699 
      1.5415443588       0.0947482023       1.5159712360       2.1476259179       2.1476259426 
      1.6140963261       0.0657973653       1.6449340537       2.1713129657       2.1713129768 
      1.6866483151       0.0421103100       1.7791607012       2.2002638244       2.2002638527 
      1.7592002825       0.0236870506       1.9186510972       2.2344784480       2.2344784977 
      1.8317522498       0.0105275791       2.0634052794       2.2739568499       2.2739570071 
      1.9043042389       0.0026318940       2.2134233024       2.3186990707       2.3186992626 
      1.9768562062       0.0000000000       2.3687050563       2.3687050563       2.3687050774 
      2.0507760215       0.0027320695       2.2785467466       2.2785467503       2.2785467610 
      2.1246958619       0.0109282819       2.1938525478       2.1938525483       2.1938525803 
      2.1986156773       0.0245886315       2.1146225178       2.1146225183       2.1146225360 
      2.2725355177       0.0437131276       2.0408566027       2.0408566027       2.0408566088 
      2.3464553330       0.0683017573       1.9725548529       1.9725548532       1.9725548877 
      2.4203751735       0.0983545372       1.9097172217       1.9097172217       1.9097172283 
      2.4942949888       0.1338714469       1.8523437519       1.8523437519       1.8523438669 
      2.5682148292       0.1748525105       1.8004344045       1.8004344045       1.8004344081 
      2.6421346445       0.2212977003       1.7075443498       1.7539892147       1.7539892147 
      2.7160544850       0.2732070477       1.5736726116       1.7130081510       1.7130081510 
      2.7899743003       0.3305805175       1.4452652863       1.6774912413       1.6774912413 
      2.8638941408       0.3934181487       1.3223221856       1.6474384615       1.6474384615 
      2.9378139561       0.4617198986       1.2048430635       1.6228498318       1.6228498318 
      3.0117337965       0.5354858135       1.0928281805       1.6037253357       1.6037253358 
      3.0856536118       0.6147158434       0.9862774255       1.5900649861       1.5900649861 
      3.1595734523       0.6994100422       0.8851908113       1.5818687738       1.5818687739 
      3.2334932676       0.7895683521       0.7895683522       1.5791367042       1.5791367042 
      3.3033064433       0.7920052918       0.7920052918       1.4938438200       1.4938438621 
      3.3731196189       0.7993161111       0.7993161111       1.4134248153       1.4134248157 
      3.4429327695       0.8115008046       0.8115008046       1.3378797177       1.3378797411 
      3.5127459451       0.8285593810       0.8285593810       1.2672084691       1.2672084702 
      3.5825591208       0.8504918370       0.8504918370       1.2014111012       1.2014111056 
      3.6523722965       0.8772981725       0.8772981726       1.1404876128       1.1404876215 
      3.7221854470       0.9089783752       0.9089783759       1.0844380232       1.0844380249 
      3.7919986227       0.9455324679       0.9455324696       1.0332622918       1.0332623031 
      3.8618117983       0.9869604401       0.9869604401       0.9869604402       0.9869604440 
      3.9252815444       0.9607757792       0.9607757792       0.9607757793       1.0735712402 
      3.9887513261       0.9386195158       0.9386195158       0.9386195160       1.1642105030 
      4.0522210722       0.9204916745       0.9204916745       0.9204916748       1.2588781211 
      4.1156908183       0.9063922419       0.9063922419       0.9063922419       1.3575741541 
      4.1791605644       0.8963212180       0.8963212180       0.8963212180       1.4602985894 
      4.2426303460       0.8902786004       0.8902786004       0.8902786004       1.5670515104 
      4.3061000921       0.8882643961       0.8882643961       0.8882643963       1.6778327493 
