      0.0000000000       0.6461590918       1.0439478517       1.0439478519       1.0866808681 
      0.0807796801       0.6369412068       0.9938668629       1.0594330451       1.1432405132 
      0.1615593957       0.6120636529       0.9335528105       1.1021347261       1.2229735007 
      0.2423390758       0.5805442849       0.8787363239       1.1648301567       1.3101572614 
      0.3231187559       0.5471029599       0.8301595447       1.2417626684       1.4040060371 
      0.4038984360       0.5162601955       0.7880164328       1.3304378774       1.5043279684 
      0.4846781516       0.4874538607       0.7522911797       1.4264923340       1.6108975825 
      0.5654578317       0.4623613571       0.7230441627       1.5288701290       1.7234636860 
      0.6462375118       0.4429341958       0.7002889367       1.6356327697       1.8413941297 
      0.7270171919       0.4288690030       0.6840319009       1.7421816854       1.9625662453 
      0.8077969075       0.4203754561       0.6742769750       1.8360688492       2.0756661177 
      0.8885765876       0.4186947169       0.6710914258       1.8825081217       2.1255883388 
      0.9611285549       0.3975433526       0.6953944294       1.8801917357       2.1228631480 
      1.0336805440       0.3535001739       0.7543724701       1.8827743500       2.1176621476 
      1.1062325113       0.3016686345       0.8310658643       1.8874800496       2.1125573612 
      1.1787844787       0.2494185153       0.9180142098       1.8946518317       2.1097329408 
      1.2513364677       0.1996014412       1.0122177971       1.9046932283       2.1104162816 
      1.3238884350       0.1534465704       1.1122118761       1.9180389253       2.1152589888 
      1.3964404024       0.1115533209       1.2170186763       1.9351569012       2.1246077344 
      1.4689923914       0.0732012537       1.3248562821       1.9537833628       2.1384253253 
      1.5415443588       0.0406598007       1.4358378792       1.9802231718       2.1572026403 
      1.6140963261       0.0130046667       1.5471822162       2.0130963068       2.1807140998 
      1.6866483151      -0.0106764646       1.6530179758       2.0523705280       2.2086671983 
      1.7592002825      -0.0283803655       1.7496057012       2.1076354610       2.2409296585 
      1.8317522498      -0.0410436673       1.8258758603       2.1814686037       2.2762448073 
      1.9043042389      -0.0488041628       1.8727281051       2.2708805879       2.3107002714 
      1.9768562062      -0.0513419196       1.8886221155       2.3288027694       2.3288028568 
      2.0507760215      -0.0487074933       1.8728568420       2.2798763366       2.2798766115 
      2.1246958619      -0.0408070613       1.8321935117       2.2033717220       2.2033718398 
      2.1986156773      -0.0270377838       1.7805441812       2.1276120723       2.1276121491 
      2.2725355177      -0.0086513558       1.7203562016       2.0557718542       2.0557718992 
      2.3464553330       0.0156060385       1.6600116946       1.9887720271       1.9887720512 
      2.4203751735       0.0443811256       1.5979423326       1.9268711586       1.9268712870 
      2.4942949888       0.0782982046       1.5361752271       1.8702129543       1.8702131543 
      2.5682148292       0.1171608799       1.4730363168       1.8188659340       1.8188659736 
      2.6421346445       0.1611141840       1.4087701833       1.7728704501       1.7728705204 
      2.7160544850       0.2098963716       1.3403953151       1.7237841926       1.7322519636 
      2.7899743003       0.2649026133       1.2682503518       1.6418434347       1.6972602463 
      2.8638941408       0.3225812329       1.1874925505       1.5769412187       1.6674316598 
      2.9378139561       0.3838512338       1.1029473395       1.5281554171       1.6430180438 
      3.0117337965       0.4473953554       1.0183838053       1.4930932436       1.6240250384 
      3.0856536118       0.5101634398       0.9390901276       1.4695579517       1.6104565872 
      3.1595734523       0.5639511136       0.8748234989       1.4560238556       1.6023152759 
      3.2334932676       0.5895976877       0.8471467772       1.4522501468       1.5996412772 
      3.3033064433       0.5910190403       0.8495789105       1.4182970206       1.5437873589 
      3.3731196189       0.5944302595       0.8568130736       1.3569735189       1.4670451335 
      3.4429327695       0.6010666036       0.8689714333       1.2950154150       1.3928439042 
      3.5127459451       0.6097226409       0.8859928832       1.2377668058       1.3228877799 
      3.5825591208       0.6180377574       0.9078384010       1.1868538144       1.2575074446 
      3.6523722965       0.6280399845       0.9345808782       1.1450755974       1.1969024392 
      3.7221854470       0.6368991809       0.9661819967       1.1134058586       1.1410907207 
      3.7919986227       0.6439400796       1.0026390006       1.0901025331       1.0934940237 
      3.8618117983       0.6461590918       1.0439478517       1.0439478524       1.0866808680 
      3.9252815444       0.6429959381       1.0178402934       1.0412932275       1.1264419229 
      3.9887513261       0.6356030058       0.9957469277       1.0219325426       1.1983477171 
      4.0522210722       0.6275854230       0.9776692378       1.0046975221       1.2807671325 
      4.1156908183       0.6180122332       0.9635248293       0.9909612383       1.3704461796 
      4.1791605644       0.6122096029       0.9534800422       0.9811129685       1.4660210697 
      4.2426303460       0.6093353882       0.9474717345       0.9751837048       1.5665004707 
      4.3061000921       0.6080743930       0.9454625219       0.9732042707       1.6525252787 
