      0.0000000000       0.0000000000       0.1110330495       0.1110330495       0.4441321981       0.4441321993 
      0.0558092134       0.0015573342       0.1125903837       0.1125903837       0.4456895323       0.4456895421 
      0.1116184269       0.0062293366       0.1172623861       0.1172623861       0.4503615354       0.4503615416 
      0.1674276403       0.0140160074       0.1250490569       0.1250490569       0.4581482055       0.4581482083 
      0.2232368392       0.0249173432       0.1359503927       0.1359503927       0.4690495416       0.4690495438 
      0.2790460527       0.0389333498       0.1499663993       0.1499663993       0.4830655491       0.4830655578 
      0.3348552661       0.0560640246       0.1670970741       0.1670970741       0.5001962238       0.5001962488 
      0.3906644796       0.0763093678       0.1873424173       0.1873424173       0.5204415658       0.5204415935 
      0.4464736930       0.0996693793       0.2107024288       0.2107024288       0.5045764402       0.5438015855 
      0.5022829064       0.1261440591       0.2371771086       0.2371771086       0.4500695287       0.5611031252 
      0.5580921054       0.1557333990       0.2667664486       0.2667664486       0.3986775868       0.5097106184 
      0.6139013188       0.1884374146       0.2994704641       0.2994704644       0.3504001636       0.4614332245 
      0.6697105323       0.2242560985       0.3052374713       0.3352891484       0.3352891686       0.4162705220 
      0.7255197457       0.2631894507       0.2631894569       0.3742225002       0.3742225003       0.3742225013 
      0.7853596088       0.2649798513       0.2649798697       0.3760129005       0.3760129068       0.3760129105 
      0.8451994718       0.2703510692       0.2703510700       0.3813841187       0.3813841191       0.3813841193 
      0.9050393223       0.2793030901       0.2793031115       0.3903361396       0.3903361406       0.3903361553 
      0.9648791854       0.2918359162       0.2918359346       0.4028689662       0.4028689736       0.4028689916 
      1.0247190484       0.3079495621       0.3079495663       0.4189826116       0.4189826129       0.4189827568 
      1.0845589115       0.3276440067       0.3276440173       0.4028410514       0.4386770623       0.4386770660 
      1.1443987620       0.3509192697       0.3509192820       0.3509192966       0.4619523118       0.4619523192 
      1.1967586312       0.3084251375       0.3742225002       0.3742225008       0.4194581881       0.4194583115 
      1.2491185003       0.2686725704       0.3797056202       0.3797056228       0.4002672854       0.4002673080 
      1.3014783947       0.2316615420       0.3426945916       0.3426945916       0.4290536452       0.4290537567 
      1.3538382638       0.1973920880       0.3084251375       0.3084251375       0.4605815390       0.4605816727 
      1.4061981330       0.1658641899       0.2768972394       0.2768972394       0.4948509955       0.4948511725 
      1.4585580273       0.1370778345       0.2481108840       0.2481108840       0.5318620235       0.5318621008 
      1.5109178965       0.1110330495       0.2220660990       0.2220660990       0.5551652607       0.5551653141 
      1.5632777657       0.0877298204       0.1987628699       0.1987628699       0.5318620332       0.5318621027 
      1.6156376600       0.0671681380       0.1782011875       0.1782011875       0.5113003361       0.5113003567 
      1.6679975292       0.0493480220       0.1603810715       0.1603810715       0.4934802213       0.4934802697 
      1.7203573984       0.0342694619       0.1453025114       0.1453025114       0.4784016605       0.4784016689 
      1.7727172927       0.0219324525       0.1329655020       0.1329655020       0.4660646506       0.4660646572 
      1.8250771619       0.0123370055       0.1233700550       0.1233700550       0.4564692048       0.4564692153 
      1.8774370311       0.0054831144       0.1165161639       0.1165161639       0.4496153127       0.4496153140 
      1.9297969254       0.0013707780       0.1124038275       0.1124038275       0.4455029761       0.4455029816 
      1.9821567946       0.0000000000       0.1110330495       0.1110330495       0.4441321989       0.4441322039 
      2.0158167152       0.0005664951       0.0957376807       0.1274614085       0.4129749658       0.4764224282 
      2.0494766358       0.0022659805       0.0815753022       0.1450227578       0.3829507230       0.5098456394 
      2.0831365564       0.0050984562       0.0685459140       0.1637170974       0.3540594708       0.5444018631 
      2.1167964817       0.0090639227       0.0566495144       0.1835444300       0.3263012051       0.5800910542 
      2.1504564024       0.0141623790       0.0458861068       0.2045047502       0.2996759336       0.6169132798 
      2.1841163230       0.0203938256       0.0362556895       0.2265980607       0.2741836524       0.6548685250 
      2.2177762436       0.0277582624       0.0277582624       0.2498243614       0.2498243614       0.6939565631 
      2.2631212277       0.0287863462       0.0287863462       0.2508524452       0.2508524452       0.6949846514 
      2.3084662118       0.0318705975       0.0318705975       0.2539366966       0.2539366966       0.6980689153 
      2.3538111959       0.0370110165       0.0370110165       0.2590771155       0.2590771155       0.7032093617 
      2.3991561800       0.0442076030       0.0442076030       0.2662737021       0.2662737021       0.7104059381 
      2.4445011641       0.0534603572       0.0534603572       0.2755264562       0.2755264562       0.7196587046 
      2.4898461482       0.0647692789       0.0647692789       0.2868353779       0.2868353779       0.7227441052 
      2.5351911323       0.0781343682       0.0781343682       0.3002004672       0.3002004672       0.6703107497 
      2.5805361164       0.0935556251       0.0935556251       0.3156217241       0.3156217241       0.6199345574 
      2.6258811005       0.1110330495       0.1110330495       0.3330991485       0.3330991486       0.5716147190 
      2.6712260846       0.1305666416       0.1305666416       0.3526327406       0.3526327409       0.5253508319 
      2.7165710687       0.1521564012       0.1521564012       0.3742225008       0.3742226496       0.4811432186 
      2.7619160529       0.1758023284       0.1758023284       0.3978684274       0.3978685563       0.4389917792 
      2.8072610370       0.2015044232       0.2015044232       0.3988965112       0.3988965243       0.4235705222 
      2.8526060211       0.2292626856       0.2292626856       0.3608574110       0.3608574167       0.4513288005 
      2.8979510052       0.2590771155       0.2590771155       0.3248744782       0.3248744782       0.4811432838 
      2.9432959893       0.2909477131       0.2909477131       0.2909477134       0.2909477281       0.5130138134 
